__FALSE__2 , 	If theres a government shutdown, people dont get their Social Security checks.	federal-budget,social-security	barack-obama	President	Illinois	democrat	a press conference
__pants-fire__1 , 	Obama spent $7 billion to bring electricity to Africa, failed miserably.	energy,foreign-policy	daniel-greenfield			republican	an article on the Frontpage website
__pants-fire__1 , 	You must list all your guns on your 2010 tax return.	guns,taxes	chain-email			none	an e-mail circulated to many people.
__pants-fire__1 , 	An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result.	census	silvestre-reyes	U.S. House member	Texas	democrat	an e-mail blast
__pants-fire__1 , 	McCain's energy plan is a "single-answer proposition" new domestic oil drilling.	energy	brian-schweitzer	Governor	Montana	democrat	
__pants-fire__1 , 	The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.	cap-and-trade,climate-change,economy,energy	chain-email			none	 e-mail and blog postings
__pants-fire__1 , 	In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.	health-care	michele-bachmann	Congresswoman	Minnesota	republican	an interview with Pajamas Media.
__pants-fire__1 , 	McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' 	financial-regulation,housing	florida-democratic-party		Florida	democrat	a press release.
__pants-fire__1 , 	New tax increases that went into effect on Jan.1, 2015, all passed under the Affordable Care Act, aka Obamacare.	health-care,medicare,taxes	chain-email			none	a chain email
__pants-fire__1 , 	Austin is effectively imposing a ban on barbecue restaurants.	environment,food-safety	rush-limbaugh	Radio host		none	an episode of The Rush Limbaugh Show
__pants-fire__1 , 	Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.	health-care,message-machine	john-raese	CEO of Greer Industries	West Virginia	republican	a debate
__pants-fire__1 , 	Wisconsin wages are declining at double the rate of other states.	economy,income,jobs	mary-burke	Madison school board member	Wisconsin	democrat	a jobs proposal
__pants-fire__1 , 	Were the only nation in the world that does not use the military to secure our border.	homeland-security,immigration,military	gary-painter	Midland County sheriff	Texas	republican	as quoted in a Midland Reporter-Telegram news story
__pants-fire__1 , 	While states used to have regulatory power over fishing, federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep.	market-regulation,states	greg-abbott	governor	Texas	republican	a 90-page manifesto decrying federal overreach
__pants-fire__1 , 	President Obamas refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.	energy,environment,gas-prices,pundits	mike-huckabee	author	Arkansas	republican	a robocall
__pants-fire__1 , 	In Japan, permanent residency is not given to Muslims, the propagation of Islam is banned, one cannot import a Koran published in the Arabic language, and Muslims cannot even rent a house.	diversity,religion	viral-image			none	posts on the Internet
__pants-fire__1 , 	President Obamas health care law represents a government takeover of health care.	health-care	mitt-romney	Former governor	Massachusetts	republican	a speech in Ann Arbor, Mich.
__pants-fire__1 , 	About 47 percent of able-bodied people in the state of Maine dont work.	disability,jobs,states,workers	paul-lepage	Governor	Maine	republican	a speech in Falmouth, Maine
__pants-fire__1 , 	My "border security efforts have led to a 60 percent decrease in border crime."	crime	rick-perry	Governor	Texas	republican	a Web post
__pants-fire__1 , 	Says that Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.	economy,jobs,poverty,wealth	national-republican-congressional-committee			republican	an email statement
__pants-fire__1 , 	Protesters caused $7.5 million in damage to the Wisconsin State House	labor,state-budget	dan-kapanke	State Senator, District 32	Wisconsin	republican	in a fundraising email
__pants-fire__1 , 	Says Marcy Kaptur has attacked his military service and training in the Air Force, showing disrespect for veterans.	elections,campaign-advertising	samuel-wurzelbacher	Republican candidate for Congress	Ohio	republican	a news release
__pants-fire__1 , 	The city building code violations on my properties only involve exterior issues; within the households, its fine.	candidates-biography,housing	lee-holloway	Chairman, Milwaukee County Boaerd of Supervisors	Wisconsin	none	a statement at a candidate forum
__pants-fire__1 , 	People can use food stamps for anything, including to go to Hawaii, and even millionaires can qualify.	poverty	newt-gingrich	Co-host on CNN's "Crossfire"	Georgia	republican	a speech in Council Bluffs, Iowa
__pants-fire__1 , 	The University of Wisconsin-Milwaukee has 2.8 students per faculty member, tied for second-lowest in its history since 1994.	education,government-efficiency,labor,state-budget,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	a news release
__pants-fire__1 , 	A $10 million fire fee proposal in St. Petersburg was inspired by Gov. Rick Scott.	city-budget,city-government,taxes	fact-check-florida	Electioneering communications organization	Florida	democrat	a flier
__pants-fire__1 , 	President Barack Obama has doubled the size of government since he took office.	corrections-and-updates,federal-budget	paul-ryan	U.S. Representative	Wisconsin	republican	a congressional Web page
__pants-fire__1 , 	Says Bobby Jindals parents used his birthright citizenship to become Americans, making him an anchor baby.	immigration	occupy-democrats			organization	a Facebook post
__pants-fire__1 , 	The ACLU has filed a suit to have all military cross-shaped headstones removed.	civil-rights,legal-issues,military,religion	chain-email			none	an e-mail received by many people.
__pants-fire__1 , 	Says Mitt Romney plans to fire Big Bird.	federal-budget	barack-obama	President	Illinois	democrat	a campaign event outside Speaker John Boehner press conference in Derry, NH
__pants-fire__1 , 	Without representation, (the IRS) can increase taxes.	health-care,message-machine,taxes	rick-barber		Alabama	republican	a political ad
__pants-fire__1 , 	A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.	candidates-biography,obama-birth-certificate	chain-email			none	a chain e-mail
__pants-fire__1 , 	The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.	health-care,stimulus	marco-rubio	U.S. Senator	Florida	republican	in a fundraising E-mail.
__pants-fire__1 , 	Says Josh Mandel bet against Ohio families	debt,economy,message-machine-2012	workers-voice	Political action committee	District of Columbia	none	an online ad
__pants-fire__1 , 	Says U.S. Rep. Paul Ryan promised to end health care for our seniors.	health-care,medicare	sandy-pasch	State Assembly member, 22nd District	Wisconsin	democrat	an online chat
__pants-fire__1 , 	McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.	food-safety	facebook-posts	Social media posting		none	a Facebook meme
__pants-fire__1 , 	The Obama White House is renaming Christmas trees "holiday trees."	religion	chain-email			none	a chain e-mail
__pants-fire__1 , 	Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.	health-care	john-boehner	Speaker of the House of Representatives	Ohio	republican	video
__pants-fire__1 , 	The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.	health-care	rick-scott	Governor	Florida	republican	a speech
__pants-fire__1 , 	This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.	city-government,housing,poverty,public-safety,urban	bob-donovan	Member of Milwaukee Common Council	Wisconsin	none	a Facebook post
__pants-fire__1 , 	It takes as much energy to make a solar panel as it likely generates in its entire life.	energy,environment	jd-alexander	State senator	Florida	republican	a news article
__pants-fire__1 , 	Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.	candidates-biography,elections,message-machine	charlie-justice			democrat	a web ad.
__pants-fire__1 , 	Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.	government-efficiency,state-budget	bill-batchelder	State representative	Ohio	republican	an appearance on the Ohio News Network
__pants-fire__1 , 	Says Obama sent $450 million to China to build a wind farm in Texas.	china,jobs,message-machine-2012,stimulus	americans-tax-reform			none	a mailer to voters
__pants-fire__1 , 	School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.	education,islam	blog-posting			none	viral posts on the Internet
__pants-fire__1 , 	In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.	education,state-budget	robin-vos	Wisconsin Assembly speaker	Wisconsin	republican	a video briefing
